claim_id,policy_start,incident_date,claim_amount,state,vehicle_type,incident_type,fact_of_loss,reported_by,policy_limit,insured_age,prior_claims_count,fraud_flag,severity_score,days_to_incident
OKGK8MYDL,2019-01-03,2019-11-14,9450.0,OH,Sedan,Side-impact,V1 was damaged by falling tree during storm,insured,15000,41,1,0,0.63,315
0L89K8TEB,2018-01-02,2018-08-06,4650.0,NY,Van,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,15000,46,0,0,0.31,216
TLDKZ27DQ,2021-12-05,2022-05-06,1144.84,IL,Coupe,Head-on Collision,V1 was damaged by falling tree during storm,claimant,28621,20,2,0,0.04,152
TROI91EAF,2019-03-23,2020-03-22,20751.72,CO,Sedan,Rear-end Collision,V1 struck V2 while reversing from parking spot,insured,94326,51,3,0,0.22,365
3IHSWIXN1,2021-02-20,2021-03-22,11100.0,VT,Sedan,Theft,V1 was reported stolen from insured’s driveway,insured,15000,38,0,0,0.74,30
LVZFAA2I4,2019-10-03,2020-09-10,217.57,DE,Coupe,Weather Damage,V1 was reported stolen from insured’s driveway,claimant,21757,38,3,1,0.01,343
77PKBRFBF,2021-10-29,2022-02-01,82104.28,NV,Coupe,Head-on Collision,V1 was damaged by falling tree during storm,claimant,92252,32,1,0,0.89,95
L0V8HSM8R,2020-09-08,2021-04-23,11250.0,UT,Truck,Theft,V1 was damaged by falling tree during storm,claimant,15000,51,5,1,0.75,227
T419FG4UB,2021-06-11,2021-07-11,78000.0,ID,SUV,Theft,V1 was missing after being parked overnight,claimant,100000,66,1,0,0.78,30
V9TKRWQDY,2021-04-02,2021-04-27,39844.4,ND,Van,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,99611,44,4,0,0.4,25
ODUX5X64O,2018-07-15,2018-10-04,96087.0,AL,Van,Theft,V2 ran a stop sign and hit the side of V1,claimant,96087,78,5,1,1.0,81
S9GXCP8NA,2021-02-21,2021-05-20,28059.57,UT,Sedan,Head-on Collision,V2 crossed centerline and hit V1 head-on,insured,44539,41,2,0,0.63,88
164S6C6RB,2021-08-28,2022-07-01,14278.44,SC,Coupe,Rear-end Collision,V2 crossed centerline and hit V1 head-on,claimant,49236,37,2,0,0.29,307
0FGYNSATC,2018-10-15,2019-05-09,75000.0,VI,Truck,Rear-end Collision,V2 entered wrong lane and collided with V1,claimant,100000,59,1,0,0.75,206
QEWDW29PH,2020-12-19,2021-10-22,56378.46,VT,Truck,Backing Collision,V2 was behind V1 when it began backing up,claimant,90933,64,3,0,0.62,307
BCHUAT45J,2021-09-23,2021-11-10,86095.0,OH,SUV,Weather Damage,V2 rear-ended V1 while stopped at a red light,claimant,86095,59,4,1,1.0,48
69TB386TG,2019-08-10,2019-09-23,7650.0,GA,Sedan,Weather Damage,V2 failed to stop and struck V1 from behind,claimant,15000,36,3,1,0.51,44
O2T7Q0ECD,2021-12-07,2022-09-27,2700.0,WA,Coupe,Theft,V1 was damaged by falling tree during storm,claimant,15000,45,0,0,0.18,294
C9YPP0KLX,2018-06-11,2019-02-23,216.6,UT,Truck,Head-on Collision,V1 was missing after being parked overnight,insured,21660,40,5,0,0.01,257
5RYIARU4H,2022-10-16,2023-06-14,10592.28,VT,Sedan,Backing Collision,V2 turned left and struck the side of V1,insured,88269,74,0,0,0.12,241
S7XM7IDP5,2022-01-04,2022-04-25,79715.52,SC,Van,Side-impact,V2 crossed centerline and hit V1 head-on,insured,89568,35,4,0,0.89,111
SRK6M8R8D,2021-01-26,2021-01-31,4159.52,DC,Truck,Theft,V2 rear-ended V1 while stopped at a red light,insured,25997,37,5,1,0.16,5
WPZKG84YN,2021-08-24,2022-04-11,89000.0,KY,Van,Side-impact,V1 was reported stolen from insured’s driveway,insured,100000,51,2,0,0.89,230
ERV8JHE9F,2020-11-16,2021-10-13,10133.18,CT,Coupe,Rear-end Collision,V2 turned left and struck the side of V1,insured,17471,18,1,0,0.58,331
I3M5RPBLA,2018-02-10,2018-02-25,18560.91,NV,Truck,Theft,V2 failed to stop and struck V1 from behind,insured,97689,65,2,0,0.19,15
6SZO61LQO,2022-02-22,2022-03-09,359.32,TX,Truck,Theft,Hailstorm caused significant roof and hood damage to V1,claimant,17966,80,3,1,0.02,15
NEWRX4ME6,2022-08-08,2022-08-13,2100.0,IL,Sedan,Theft,V2 crossed centerline and hit V1 head-on,claimant,15000,63,5,1,0.14,5
XKJUPQVUB,2022-11-22,2023-06-28,35668.74,AL,SUV,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,48201,80,3,0,0.74,218
QEZQJPAL1,2021-06-16,2021-12-25,12018.72,MT,Truck,Side-impact,V2 turned left and struck the side of V1,claimant,16464,42,4,0,0.73,192
DSP7IOTHI,2020-02-16,2020-05-12,16237.39,AS,Van,Theft,V2 rear-ended V1 while stopped at a red light,claimant,27521,75,5,1,0.59,86
EHT1SEM5P,2020-09-11,2020-09-16,4189.24,GA,Truck,Head-on Collision,V2 was behind V1 when it began backing up,insured,19042,20,0,0,0.22,5
SPU69CMNJ,2019-12-13,2019-12-19,853.41,NV,Van,Theft,V2 entered wrong lane and collided with V1,insured,28447,28,1,0,0.03,6
TULR7Z3UO,2022-07-24,2022-10-07,51000.0,AS,SUV,Backing Collision,V2 entered wrong lane and collided with V1,claimant,100000,75,5,0,0.51,75
RWAOBC3OK,2022-10-22,2023-08-18,81248.5,VI,Truck,Rear-end Collision,V1 was missing after being parked overnight,claimant,94475,55,3,1,0.86,300
O3VPK2U4A,2022-08-30,2023-02-06,18192.85,NE,Van,Rear-end Collision,V2 was behind V1 when it began backing up,insured,27989,30,5,0,0.65,160
VPMX5L77I,2019-08-22,2019-08-29,33258.06,CO,SUV,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,50391,34,3,0,0.66,7
BRSJOX505,2020-07-28,2020-11-08,8694.72,VI,Van,Rear-end Collision,Hailstorm caused significant roof and hood damage to V1,claimant,24152,27,0,0,0.36,103
XF36L3EXT,2019-03-26,2019-07-18,74336.63,IN,Coupe,Theft,V1 was missing after being parked overnight,claimant,94097,41,0,0,0.79,114
S6Y3C1HD9,2020-10-03,2020-12-23,25000.0,AS,SUV,Theft,V1 struck V2 while reversing from parking spot,claimant,100000,78,5,1,0.25,81
N1O5BQWYO,2019-10-08,2019-11-16,43065.96,VT,Coupe,Backing Collision,V2 was behind V1 when it began backing up,insured,51269,80,5,0,0.84,39
653DYJXM8,2019-03-08,2019-04-22,1115.22,PA,Van,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,18587,20,4,0,0.06,45
OG996JLUL,2019-08-12,2019-09-28,1000.0,CO,Coupe,Rear-end Collision,V1 was missing after being parked overnight,insured,100000,47,4,0,0.01,47
YM7Y6CLGR,2022-05-06,2022-09-13,326.2,UT,Coupe,Rear-end Collision,V2 entered wrong lane and collided with V1,claimant,32620,18,5,0,0.01,130
R4C9ASZ5G,2019-11-17,2019-11-22,59681.56,AL,Van,Rear-end Collision,V1 was damaged by falling tree during storm,insured,87767,59,0,0,0.68,5
46TZMV6RL,2021-05-04,2022-03-09,3743.06,KY,Sedan,Backing Collision,V2 turned left and struck the side of V1,insured,22018,19,4,0,0.17,309
7GJCML880,2020-08-27,2020-09-01,8333.6,UT,SUV,Rear-end Collision,V2 ran a stop sign and hit the side of V1,claimant,52085,80,0,0,0.16,5
4FI3D7JI6,2021-09-04,2021-11-06,180.43,CT,Truck,Side-impact,V1 was damaged by falling tree during storm,claimant,18043,56,5,0,0.01,63
I8E8QKXKI,2019-11-08,2019-12-30,11250.0,KY,Van,Rear-end Collision,Hailstorm caused significant roof and hood damage to V1,insured,15000,56,0,0,0.75,52
ZFZMQP7RX,2020-10-08,2021-09-21,94111.68,ND,Truck,Side-impact,V1 struck V2 while reversing from parking spot,claimant,98033,69,5,1,0.96,348
KZK4RQJWO,2018-06-07,2019-05-31,13438.95,WV,Truck,Side-impact,V2 entered wrong lane and collided with V1,claimant,89593,24,3,0,0.15,358
JWF50SXKU,2019-04-27,2019-05-17,18780.0,WA,Coupe,Rear-end Collision,V1 struck V2 while reversing from parking spot,insured,18780,35,3,0,1.0,20
AQ6XCBUUK,2019-10-22,2020-02-14,1271.55,OH,Van,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,25431,18,2,0,0.05,115
GSUINJESP,2022-02-02,2022-04-21,4741.8,SD,Sedan,Head-on Collision,V2 rear-ended V1 while stopped at a red light,claimant,22580,75,2,0,0.21,78
S8Q185GSC,2022-02-02,2022-03-07,3332.12,VI,Van,Head-on Collision,V2 was behind V1 when it began backing up,insured,15146,80,5,0,0.22,33
MNUUN4TJJ,2019-06-09,2020-04-08,69000.0,KY,SUV,Side-impact,V2 was behind V1 when it began backing up,insured,100000,69,4,0,0.69,304
96MEF1K7J,2019-04-02,2019-11-13,509.12,OR,Truck,Rear-end Collision,V1 was damaged by falling tree during storm,insured,50912,18,3,0,0.01,225
ZQA1OXC0V,2021-08-16,2021-09-29,16597.8,NY,Truck,Side-impact,V1 was missing after being parked overnight,claimant,92210,34,1,0,0.18,44
VKLQ0XJLA,2020-02-14,2020-10-03,11700.0,OH,SUV,Side-impact,V1 was damaged by falling tree during storm,insured,15000,71,1,0,0.78,232
R90ESCDCO,2020-09-07,2020-09-12,12955.6,IL,SUV,Theft,V2 turned left and struck the side of V1,claimant,23135,39,1,1,0.56,5
WDXCJ19SH,2019-01-30,2019-03-04,23186.16,NE,SUV,Side-impact,V2 rear-ended V1 while stopped at a red light,claimant,96609,45,5,0,0.24,33
Q8BC4PW8Z,2018-05-10,2018-11-29,5431.36,UT,Coupe,Head-on Collision,V2 was behind V1 when it began backing up,insured,24688,74,2,0,0.22,203
W7NHPGJX1,2019-03-24,2019-07-26,75713.88,GA,Van,Rear-end Collision,V2 crossed centerline and hit V1 head-on,claimant,92334,36,3,1,0.82,124
9EMF8RSJR,2018-02-11,2019-01-21,30800.55,WV,Coupe,Theft,V1 was damaged by falling tree during storm,insured,93335,53,3,0,0.33,344
RW24IVSRL,2018-01-17,2018-09-28,9600.0,IL,Van,Head-on Collision,Hailstorm caused significant roof and hood damage to V1,insured,15000,62,0,0,0.64,254
ZXWW4HUDS,2018-04-26,2018-10-14,7950.0,VI,Van,Theft,V2 rear-ended V1 while stopped at a red light,claimant,15000,62,0,0,0.53,171
NJ53TISN9,2018-01-20,2018-12-12,37828.65,PA,Truck,Rear-end Collision,V1 struck V2 while reversing from parking spot,insured,92265,62,1,0,0.41,326
6FF30AP7D,2021-04-05,2021-12-20,36020.2,PA,Truck,Weather Damage,V2 rear-ended V1 while stopped at a red light,claimant,94790,59,0,0,0.38,259
VUF7Q2398,2021-05-16,2021-08-21,10390.8,CO,SUV,Side-impact,V1 struck V2 while reversing from parking spot,claimant,43295,80,3,0,0.24,97
NLI8CXU1C,2022-04-03,2022-11-07,72000.0,CO,SUV,Theft,V1 was missing after being parked overnight,claimant,100000,42,4,1,0.72,218
XX3LNC304,2018-08-26,2019-02-18,2938.32,KY,SUV,Backing Collision,V1 was missing after being parked overnight,insured,20988,68,1,0,0.14,176
NWF222GTL,2020-10-21,2021-05-10,89344.65,VT,Sedan,Theft,V2 crossed centerline and hit V1 head-on,claimant,94047,24,5,1,0.95,201
VU53Y15CA,2018-06-08,2019-02-14,30223.68,FL,SUV,Backing Collision,V1 was damaged by falling tree during storm,claimant,94449,55,5,0,0.32,251
EELSX52GW,2021-11-06,2022-10-14,7950.0,AK,Sedan,Head-on Collision,V1 was missing after being parked overnight,insured,15000,21,3,0,0.53,342
A654NVGUW,2020-11-11,2021-02-03,900.0,AS,Sedan,Rear-end Collision,V2 ran a stop sign and hit the side of V1,claimant,15000,26,0,0,0.06,84
6YZ7RY21G,2022-05-29,2023-04-19,8400.0,VT,Sedan,Rear-end Collision,V2 entered wrong lane and collided with V1,insured,15000,31,1,0,0.56,325
6YRGC5FJ2,2018-12-27,2019-12-07,35967.76,ND,Van,Theft,V2 crossed centerline and hit V1 head-on,claimant,47326,41,0,0,0.76,345
TEXQQGD5K,2020-08-29,2020-10-12,9875.98,NV,Van,Weather Damage,V2 was behind V1 when it began backing up,insured,15929,39,4,0,0.62,44
XJ2EZNJ8U,2021-10-22,2022-10-19,18647.44,WV,Sedan,Side-impact,V1 struck V2 while reversing from parking spot,claimant,27832,22,0,0,0.67,362
81NWYTAU7,2018-08-31,2019-05-10,2928.06,AK,Van,Backing Collision,V2 turned left and struck the side of V1,insured,97602,65,5,0,0.03,252
31QX4Q7XO,2018-03-15,2018-07-22,24319.28,UT,Coupe,Theft,V1 was missing after being parked overnight,insured,26434,60,1,0,0.92,129
LXCY6FD62,2022-04-20,2023-04-03,195.86,AK,Van,Head-on Collision,V2 failed to stop and struck V1 from behind,insured,19586,67,1,0,0.01,348
7DTQ9RUJ3,2021-06-08,2022-02-23,60000.0,GA,Sedan,Rear-end Collision,V1 was reported stolen from insured’s driveway,claimant,100000,34,1,0,0.6,260
NP6W30Y28,2020-10-09,2020-12-11,22258.6,AL,Sedan,Weather Damage,V2 crossed centerline and hit V1 head-on,claimant,42805,26,5,1,0.52,63
ZBJJAC9ON,2021-02-10,2021-05-04,16112.88,VT,Coupe,Rear-end Collision,V2 entered wrong lane and collided with V1,claimant,89516,63,5,0,0.18,83
QYQPX17NQ,2018-02-15,2018-02-20,3860.24,VI,Coupe,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,96506,54,3,1,0.04,5
GFXRK1MPL,2018-11-06,2019-05-26,16367.34,IA,Van,Rear-end Collision,V2 turned left and struck the side of V1,claimant,24799,45,1,0,0.66,201
A10IB26PZ,2021-11-26,2021-12-01,5034.48,OR,Truck,Rear-end Collision,Hailstorm caused significant roof and hood damage to V1,claimant,15256,32,0,0,0.33,5
EZW5448M4,2019-03-13,2019-08-12,31890.8,IA,SUV,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,52280,40,2,0,0.61,152
6H4AH5KTA,2022-10-16,2023-05-17,1000.0,TX,Truck,Rear-end Collision,V1 was damaged by falling tree during storm,claimant,100000,27,1,0,0.01,213
RTW3FH72N,2020-12-03,2021-06-24,63010.35,PA,Coupe,Backing Collision,V2 failed to stop and struck V1 from behind,claimant,96939,66,3,0,0.65,203
MCE4PEVH4,2018-10-23,2018-10-31,40194.9,IN,Sedan,Side-impact,V1 was reported stolen from insured’s driveway,claimant,44661,18,1,0,0.9,8
QLCEQ4XYP,2018-09-15,2019-03-12,6348.46,AZ,Coupe,Theft,V1 was missing after being parked overnight,claimant,27602,65,5,1,0.23,178
PHV9OB7NB,2021-02-05,2021-04-07,13304.2,SD,Van,Side-impact,V2 rear-ended V1 while stopped at a red light,insured,15652,68,3,0,0.85,61
QW35F5SAY,2022-10-29,2023-08-18,489.01,VT,Coupe,Side-impact,Hailstorm caused significant roof and hood damage to V1,insured,48901,32,1,0,0.01,293
RSZQUSSJH,2020-12-16,2021-03-16,52601.94,AK,SUV,Backing Collision,V1 struck V2 while reversing from parking spot,insured,97411,74,3,0,0.54,90
MOTOY9QJS,2020-12-13,2020-12-18,4426.2,KY,Truck,Head-on Collision,V2 was behind V1 when it began backing up,claimant,22131,18,3,1,0.2,5
7I58UP6J3,2019-12-17,2020-09-22,76000.0,TX,SUV,Head-on Collision,V2 was behind V1 when it began backing up,insured,100000,46,3,0,0.76,280
VME942HQF,2018-01-23,2018-01-28,10870.75,FL,Van,Head-on Collision,V1 was missing after being parked overnight,insured,18425,38,1,0,0.59,5
XCLQ08JT6,2022-06-27,2023-04-18,71932.38,IN,Coupe,Theft,V1 was reported stolen from insured’s driveway,claimant,92221,68,1,0,0.78,295
GK3LV323X,2020-11-15,2021-08-29,150.0,AS,Truck,Head-on Collision,V2 rear-ended V1 while stopped at a red light,claimant,15000,32,5,0,0.01,287
QPLUYG3HD,2019-02-08,2019-05-18,35007.55,AZ,Van,Backing Collision,V2 was behind V1 when it began backing up,claimant,94615,63,3,0,0.37,99
6OI9DI53C,2020-03-26,2020-06-02,6750.0,WV,Van,Side-impact,Hailstorm caused significant roof and hood damage to V1,insured,15000,72,1,0,0.45,68
D0ZNUAJPB,2022-10-09,2023-04-14,16097.96,CT,Sedan,Theft,V2 rear-ended V1 while stopped at a red light,insured,21754,48,5,0,0.74,187
PKVCM2CD1,2019-11-28,2020-02-11,5400.0,MT,Coupe,Head-on Collision,V2 failed to stop and struck V1 from behind,insured,15000,62,5,0,0.36,75
W6RUD5WC9,2022-10-09,2023-01-03,62353.92,WV,Coupe,Side-impact,Hailstorm caused significant roof and hood damage to V1,insured,90368,40,4,0,0.69,86
F2TBW4PYX,2020-08-24,2021-03-07,63000.0,NY,Sedan,Weather Damage,V1 was missing after being parked overnight,insured,100000,62,1,0,0.63,195
3S63LC6P0,2019-08-09,2020-05-21,2817.42,AZ,SUV,Side-impact,V2 ran a stop sign and hit the side of V1,insured,46957,18,3,0,0.06,286
DRQFVFA5Q,2020-03-21,2021-02-28,2903.28,CT,Van,Rear-end Collision,V2 ran a stop sign and hit the side of V1,insured,24194,31,1,0,0.12,344
UB00MF9AW,2022-10-06,2023-08-29,971.99,ND,Van,Weather Damage,V2 entered wrong lane and collided with V1,insured,97199,52,0,0,0.01,327
RZVZZG9BC,2018-11-06,2018-11-11,1669.44,UT,Van,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,41736,36,1,0,0.04,5
DC25DMUP1,2021-08-11,2022-06-19,47598.11,CO,Sedan,Weather Damage,V2 entered wrong lane and collided with V1,insured,97139,48,2,0,0.49,312
YVWQJ8VV4,2021-07-10,2022-07-10,10098.0,AL,SUV,Rear-end Collision,V2 ran a stop sign and hit the side of V1,claimant,18360,28,1,0,0.55,365
57GNVBA43,2019-12-02,2020-10-23,85960.0,MA,Truck,Side-impact,V1 was missing after being parked overnight,claimant,85960,18,3,1,1.0,326
IJWEF7R1B,2022-04-23,2022-09-22,5499.48,CO,Coupe,Weather Damage,V1 was missing after being parked overnight,insured,91658,62,3,0,0.06,152
LLYPGW00J,2019-08-28,2019-09-02,3847.56,NV,SUV,Weather Damage,V1 was reported stolen from insured’s driveway,claimant,96189,31,1,1,0.04,5
YJ2DSAEXM,2021-04-12,2021-09-04,11990.22,ND,Van,Theft,V2 was behind V1 when it began backing up,claimant,18167,80,5,1,0.66,145
OJD85DW1N,2018-02-04,2018-08-09,21000.0,CO,Truck,Theft,V1 struck V2 while reversing from parking spot,insured,100000,77,5,0,0.21,186
N9F7QA1VI,2021-04-14,2021-04-19,63731.92,KY,Coupe,Backing Collision,V2 failed to stop and struck V1 from behind,claimant,87304,53,0,0,0.73,5
Q63F9HKJF,2018-01-07,2018-11-13,5903.59,DC,Coupe,Side-impact,V2 turned left and struck the side of V1,insured,53669,78,0,0,0.11,310
0U2RUP7FA,2019-12-05,2020-05-02,487.1,MT,SUV,Side-impact,V2 rear-ended V1 while stopped at a red light,claimant,24355,56,3,0,0.02,149
HIAPJY1ZB,2020-07-20,2021-07-02,19940.13,WA,SUV,Head-on Collision,V1 was damaged by falling tree during storm,claimant,21441,40,2,1,0.93,347
62G6B4TSG,2019-04-27,2019-05-20,21672.0,UT,Sedan,Rear-end Collision,V2 was behind V1 when it began backing up,insured,21672,21,2,0,1.0,23
0S0U50AP1,2018-08-22,2019-01-07,23006.88,SD,Coupe,Head-on Collision,V2 entered wrong lane and collided with V1,claimant,88488,18,3,0,0.26,138
WNSQHACME,2020-01-17,2020-02-24,17143.0,ND,SUV,Head-on Collision,V2 ran a stop sign and hit the side of V1,claimant,17143,66,4,1,1.0,38
YP17X89NA,2020-06-19,2021-04-05,3087.72,KY,Truck,Backing Collision,V2 ran a stop sign and hit the side of V1,claimant,51462,32,5,0,0.06,290
DHE709HKD,2020-10-17,2020-10-22,2100.0,KY,SUV,Rear-end Collision,V2 turned left and struck the side of V1,claimant,15000,69,0,0,0.14,5
6K7RMNZSY,2018-09-27,2018-10-02,39319.2,KY,Truck,Theft,V1 struck V2 while reversing from parking spot,insured,49149,49,0,0,0.8,5
HRIPVTAB3,2018-12-18,2019-02-19,56000.0,IN,Truck,Side-impact,V2 turned left and struck the side of V1,claimant,100000,18,1,0,0.56,63
8LSTU0CGF,2021-01-09,2021-04-25,532.35,IA,SUV,Theft,V1 was missing after being parked overnight,claimant,17745,55,1,0,0.03,106
2IXW2LYNH,2021-04-15,2021-04-20,100000.0,UT,Van,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,100000,27,1,1,1.0,5
X2O3LFLN7,2018-01-12,2018-01-17,9000.0,WV,Sedan,Head-on Collision,V2 turned left and struck the side of V1,insured,15000,61,3,0,0.6,5
FT5HKOJJ9,2020-10-08,2020-10-13,757.08,WV,Van,Theft,V2 rear-ended V1 while stopped at a red light,claimant,25236,45,1,1,0.03,5
VYNHCCY7B,2020-12-27,2021-04-23,19895.46,DE,Truck,Head-on Collision,V2 ran a stop sign and hit the side of V1,insured,51014,43,4,0,0.39,117
0U2HVMBN4,2021-01-02,2021-01-07,3150.0,UT,Coupe,Rear-end Collision,V1 was damaged by falling tree during storm,insured,15000,29,4,0,0.21,5
HZWCFU9NL,2019-01-08,2019-06-18,13593.36,NY,Sedan,Theft,V2 crossed centerline and hit V1 head-on,claimant,17886,72,1,0,0.76,161
GSZ2DCPGA,2022-05-17,2022-09-14,30693.5,AL,Van,Theft,V2 was behind V1 when it began backing up,claimant,90275,61,0,0,0.34,120
NL816LBUW,2019-12-25,2019-12-30,73202.44,PA,Coupe,Backing Collision,Hailstorm caused significant roof and hood damage to V1,claimant,96319,35,4,1,0.76,5
CHGTWY3Y7,2022-08-09,2022-11-13,56087.68,NY,Coupe,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,87637,70,5,0,0.64,96
61SNBC5AD,2019-03-26,2019-06-03,36000.0,SC,Van,Rear-end Collision,V1 was missing after being parked overnight,insured,100000,23,1,0,0.36,69
VG8ZA2OBX,2018-08-01,2018-08-06,4650.0,CO,SUV,Theft,V1 was missing after being parked overnight,claimant,15000,72,5,1,0.31,5
9XK2J2R24,2020-05-06,2020-08-12,53683.17,OR,Van,Theft,V2 ran a stop sign and hit the side of V1,insured,94181,72,5,0,0.57,98
G4ZRRP52I,2020-11-07,2021-01-15,4151.7,MT,Coupe,Theft,V2 rear-ended V1 while stopped at a red light,claimant,19770,50,3,1,0.21,69
7ZC7BKSKI,2019-05-02,2019-05-07,64788.96,VI,Coupe,Rear-end Collision,V2 crossed centerline and hit V1 head-on,claimant,88752,58,4,1,0.73,5
19UR8NZJE,2022-07-29,2023-07-15,19211.85,UT,Van,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,91485,58,4,0,0.21,351
E1B34RQVZ,2019-06-11,2019-06-16,14575.8,UT,Coupe,Weather Damage,Hailstorm caused significant roof and hood damage to V1,claimant,24293,52,0,1,0.6,5
YIE8MYLAC,2021-01-26,2021-04-21,6244.16,MH,Truck,Rear-end Collision,V2 crossed centerline and hit V1 head-on,claimant,24016,28,1,0,0.26,85
YDCTQ1LZ5,2018-12-17,2019-09-09,61755.2,VT,Coupe,Weather Damage,Hailstorm caused significant roof and hood damage to V1,claimant,95008,37,1,0,0.65,266
RLTDCL3AH,2019-08-06,2020-03-16,18888.02,PA,Coupe,Head-on Collision,V1 was damaged by falling tree during storm,claimant,25874,64,4,0,0.73,223
4EM5GOTUA,2018-09-07,2019-09-07,1350.0,IN,Van,Side-impact,V1 was damaged by falling tree during storm,insured,15000,58,1,0,0.09,365
MDB93QXGL,2019-06-13,2020-06-10,13224.38,OH,Sedan,Head-on Collision,V1 was missing after being parked overnight,insured,50863,69,1,0,0.26,363
I5GHXCX8G,2018-04-16,2018-04-21,14473.6,NE,Van,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,45230,24,0,0,0.32,5
